Group,Project,Site,Country,WMO Code,Latitude,Longitude,Altitude,Type of Site,Source of Information,Sample Name,Media Type,Date,Begin of Period,End of Period,Comment,O18,O18 Provider,H2,H2 Provider,H3,H3 Error,H3 Provider,Precipitation,Air Temperature,Vapour Pressure,Conductivity,Conductivity Provider
GNIP,GNIP/M/IN/05,NEW DELHI,IN,4218200,28.58,77.2,212,Precipitation collectors - unknown,[Partner: India Meteorological Dept. Safdarjung Airport],196704,Water - Precipitation - unspecified (not reported),1967-04-15,1967-04-01,1967-04-30,,,,,,,,,1,27.5,12.8,,
GNIP,GNIP/M/IN/05,NEW DELHI,IN,4218200,28.58,77.2,212,Precipitation collectors - unknown,[Partner: India Meteorological Dept. Safdarjung Airport],196705,Water - Precipitation - unspecified (not reported),1967-05-15,1967-05-01,1967-05-31,,,,,,,,,,32.1,13.3,,
GNIP,GNIP/M/IN/05,NEW DELHI,IN,4218200,28.58,77.2,212,Precipitation collectors - unknown,[Partner: India Meteorological Dept. Safdarjung Airport],196706,Water - Precipitation - unspecified (not reported),1967-06-15,1967-06-01,1967-06-30,,-0.3,University of Copenhagen,-6.9,University of Copenhagen,,,,25,34.7,21.5,,
GNIP,GNIP/M/IN/05,NEW DELHI,IN,4218200,28.58,77.2,212,Precipitation collectors - unknown,[Partner: India Meteorological Dept. Safdarjung Airport],196707,Water - Precipitation - rain,1967-07-15,1967-07-01,1967-07-31,,-9.1,University of Copenhagen,-53.3,University of Copenhagen,85,5,Tata Institute of Fundamental Research,218,30.7,32.2,,
GNIP,GNIP/M/IN/05,NEW DELHI,IN,4218200,28.58,77.2,212,Precipitation collectors - unknown,[Partner: India Meteorological Dept. Safdarjung Airport],196708,Water - Precipitation - rain,1967-08-15,1967-08-01,1967-08-31,,-7.62,University of Copenhagen,-50,University of Copenhagen,94,5,Tata Institute of Fundamental Research,537,28.7,32.6,,
GNIP,GNIP/M/IN/05,NEW DELHI,IN,4218200,28.58,77.2,212,Precipitation collectors - unknown,[Partner: India Meteorological Dept. Safdarjung Airport],196709,Water - Precipitation - rain,1967-09-15,1967-09-01,1967-09-30,,-8.18,University of Copenhagen,-50,University of Copenhagen,95,5,Tata Institute of Fundamental Research,133,28.1,28.8,,
GNIP,GNIP/M/IN/05,NEW DELHI,IN,4218200,28.58,77.2,212,Precipitation collectors - unknown,[Partner: India Meteorological Dept. Safdarjung Airport],196710,Water - Precipitation - rain,1967-10-15,1967-10-01,1967-10-31,,-6.38,University of Copenhagen,-38.8,University of Copenhagen,,,,25,25.5,17,,
GNIP,GNIP/M/IN/05,NEW DELHI,IN,4218200,28.58,77.2,212,Precipitation collectors - unknown,[Partner: India Meteorological Dept. Safdarjung Airport],196711,Water - Precipitation - rain,1967-11-15,1967-11-01,1967-11-30,,,,,,,,,9,19.9,13.2,,
GNIP,GNIP/M/IN/05,NEW DELHI,IN,4218200,28.58,77.2,212,Precipitation collectors - unknown,[Partner: India Meteorological Dept. Safdarjung Airport],196712,Water - Precipitation - rain,1967-12-15,1967-12-01,1967-12-31,,,,-36.1,University of Copenhagen,,,,70,15.4,12.8,,
GNIP,GNIP/M/IN/05,NEW DELHI,IN,4218200,28.58,77.2,212,Precipitation collectors - unknown,[Partner: India Meteorological Dept. Safdarjung Airport],196801,Water - Precipitation - rain,1968-01-15,1968-01-01,1968-01-31,,,,,,,,,12,13.4,11.2,,
GNIP,GNIP/M/IN/05,NEW DELHI,IN,4218200,28.58,77.2,212,Precipitation collectors - unknown,[Partner: India Meteorological Dept. Safdarjung Airport],196802,Water - Precipitation - rain,1968-02-15,1968-02-01,1968-02-29,,,,,,,,,9,15.3,10.7,,
GNIP,GNIP/M/IN/05,NEW DELHI,IN,4218200,28.58,77.2,212,Precipitation collectors - unknown,[Partner: India Meteorological Dept. Safdarjung Airport],196803,Water - Precipitation - rain,1968-03-15,1968-03-01,1968-03-31,,,,,,,,,9,22.1,13.8,,
GNIP,GNIP/M/IN/05,NEW DELHI,IN,4218200,28.58,77.2,212,Precipitation collectors - unknown,[Partner: India Meteorological Dept. Safdarjung Airport],196804,Water - Precipitation - rain,1968-04-15,1968-04-01,1968-04-30,,,,,,,,,1,27.7,10.7,,
GNIP,GNIP/M/IN/05,NEW DELHI,IN,4218200,28.58,77.2,212,Precipitation collectors - unknown,[Partner: India Meteorological Dept. Safdarjung Airport],196805,Water - Precipitation - rain,1968-05-15,1968-05-01,1968-05-31,,,,,,,,,7,32.1,12.9,,
GNIP,GNIP/M/IN/05,NEW DELHI,IN,4218200,28.58,77.2,212,Precipitation collectors - unknown,[Partner: India Meteorological Dept. Safdarjung Airport],196806,Water - Precipitation - rain,1968-06-15,1968-06-01,1968-06-30,,1.56,University of Copenhagen,18.7,University of Copenhagen,,,,24,34.1,24.6,,
GNIP,GNIP/M/IN/05,NEW DELHI,IN,4218200,28.58,77.2,212,Precipitation collectors - unknown,[Partner: India Meteorological Dept. Safdarjung Airport],196807,Water - Precipitation - rain,1968-07-15,1968-07-01,1968-07-31,,-7.24,University of Copenhagen,-48.8,University of Copenhagen,80,8,Tata Institute of Fundamental Research,302,30.3,31,,
GNIP,GNIP/M/IN/05,NEW DELHI,IN,4218200,28.58,77.2,212,Precipitation collectors - unknown,[Partner: India Meteorological Dept. Safdarjung Airport],196808,Water - Precipitation - rain,1968-08-15,1968-08-01,1968-08-31,,-6.03,University of Copenhagen,-43.2,University of Copenhagen,42,6,Tata Institute of Fundamental Research,246,29.6,28.6,,
GNIP,GNIP/M/IN/05,NEW DELHI,IN,4218200,28.58,77.2,212,Precipitation collectors - unknown,[Partner: India Meteorological Dept. Safdarjung Airport],196809,Water - Precipitation - rain,1968-09-15,1968-09-01,1968-09-30,,,,,,,,,1,30.4,22.1,,
GNIP,GNIP/M/IN/05,NEW DELHI,IN,4218200,28.58,77.2,212,Precipitation collectors - unknown,[Partner: India Meteorological Dept. Safdarjung Airport],196810,Water - Precipitation - unspecified (not reported),1968-10-15,1968-10-01,1968-10-31,,,,,,,,,1,25.8,15.6,,
GNIP,GNIP/M/IN/05,NEW DELHI,IN,4218200,28.58,77.2,212,Precipitation collectors - unknown,[Partner: India Meteorological Dept. Safdarjung Airport],196811,Water - Precipitation - unspecified (not reported),1968-11-15,1968-11-01,1968-11-30,,,,,,,,,,20.5,9.8,,
GNIP,GNIP/M/IN/05,NEW DELHI,IN,4218200,28.58,77.2,212,Precipitation collectors - unknown,[Partner: India Meteorological Dept. Safdarjung Airport],196812,Water - Precipitation - unspecified (not reported),1968-12-15,1968-12-01,1968-12-31,,,,,,,,,,15.5,8.9,,
GNIP,GNIP/M/IN/05,NEW DELHI,IN,4218200,28.58,77.2,212,Precipitation collectors - unknown,[Partner: India Meteorological Dept. Safdarjung Airport],196901,Water - Precipitation - rain,1969-01-15,1969-01-01,1969-01-31,,,,,,,,,1,14.4,7.5,,
GNIP,GNIP/M/IN/05,NEW DELHI,IN,4218200,28.58,77.2,212,Precipitation collectors - unknown,[Partner: India Meteorological Dept. Safdarjung Airport],196902,Water - Precipitation - rain,1969-02-15,1969-02-01,1969-02-28,,-2.96,University of Copenhagen,-21.8,University of Copenhagen,,,,9,17.5,9.1,,
GNIP,GNIP/M/IN/05,NEW DELHI,IN,4218200,28.58,77.2,212,Precipitation collectors - unknown,[Partner: India Meteorological Dept. Safdarjung Airport],196903,Water - Precipitation - rain,1969-03-15,1969-03-01,1969-03-31,,-3.55,University of Copenhagen,-10,University of Copenhagen,,,,17,24.7,11.4,,
GNIP,GNIP/M/IN/05,NEW DELHI,IN,4218200,28.58,77.2,212,Precipitation collectors - unknown,[Partner: India Meteorological Dept. Safdarjung Airport],196904,Water - Precipitation - rain,1969-04-15,1969-04-01,1969-04-30,,,,,,,,,1,29.4,10.9,,
GNIP,GNIP/M/IN/05,NEW DELHI,IN,4218200,28.58,77.2,212,Precipitation collectors - unknown,[Partner: India Meteorological Dept. Safdarjung Airport],196905,Water - Precipitation - rain,1969-05-15,1969-05-01,1969-05-31,,,,,,,,,32,31.3,17.5,,
GNIP,GNIP/M/IN/05,NEW DELHI,IN,4218200,28.58,77.2,212,Precipitation collectors - unknown,[Partner: India Meteorological Dept. Safdarjung Airport],196906,Water - Precipitation - rain,1969-06-15,1969-06-01,1969-06-30,,3.83,University of Copenhagen,27.1,University of Copenhagen,105,9,Tata Institute of Fundamental Research,61,34.9,20.9,,
GNIP,GNIP/M/IN/05,NEW DELHI,IN,4218200,28.58,77.2,212,Precipitation collectors - unknown,[Partner: India Meteorological Dept. Safdarjung Airport],196907,Water - Precipitation - rain,1969-07-15,1969-07-01,1969-07-31,,-5.33,University of Copenhagen,-33.5,University of Copenhagen,80,8,Tata Institute of Fundamental Research,227,30.9,30.4,,
GNIP,GNIP/M/IN/05,NEW DELHI,IN,4218200,28.58,77.2,212,Precipitation collectors - unknown,[Partner: India Meteorological Dept. Safdarjung Airport],196908,Water - Precipitation - rain,1969-08-15,1969-08-01,1969-08-31,,-3.79,University of Copenhagen,-18.7,University of Copenhagen,,,,138,30.2,29.9,,
GNIP,GNIP/M/IN/05,NEW DELHI,IN,4218200,28.58,77.2,212,Precipitation collectors - unknown,[Partner: India Meteorological Dept. Safdarjung Airport],196909,Water - Precipitation - rain,1969-09-15,1969-09-01,1969-09-30,,-12.42,University of Copenhagen,-82.3,University of Copenhagen,37,7,Tata Institute of Fundamental Research,197,33.9,27.5,,
GNIP,GNIP/M/IN/05,NEW DELHI,IN,4218200,28.58,77.2,212,Precipitation collectors - unknown,[Partner: India Meteorological Dept. Safdarjung Airport],196910,Water - Precipitation - unspecified (not reported),1969-10-15,1969-10-01,1969-10-31,,,,,,,,,,27.2,19.7,,
GNIP,GNIP/M/IN/05,NEW DELHI,IN,4218200,28.58,77.2,212,Precipitation collectors - unknown,[Partner: India Meteorological Dept. Safdarjung Airport],196911,Water - Precipitation - unspecified (not reported),1969-11-15,1969-11-01,1969-11-30,,,,,,,,,,21.7,13.7,,
GNIP,GNIP/M/IN/05,NEW DELHI,IN,4218200,28.58,77.2,212,Precipitation collectors - unknown,[Partner: India Meteorological Dept. Safdarjung Airport],196912,Water - Precipitation - unspecified (not reported),1969-12-15,1969-12-01,1969-12-31,,,,,,,,,,15.7,8.9,,
GNIP,GNIP/M/IN/05,NEW DELHI,IN,4218200,28.58,77.2,212,Precipitation collectors - unknown,[Partner: India Meteorological Dept. Safdarjung Airport],197001,Water - Precipitation - rain,1970-01-15,1970-01-01,1970-01-31,,-6.3,University of Copenhagen,,,70,5,National Geophysical Research Institute,51,14.9,10.1,,
GNIP,GNIP/M/IN/05,NEW DELHI,IN,4218200,28.58,77.2,212,Precipitation collectors - unknown,[Partner: India Meteorological Dept. Safdarjung Airport],197002,Water - Precipitation - rain,1970-02-15,1970-02-01,1970-02-28,,-1.5,University of Copenhagen,,,137,4,National Geophysical Research Institute,53,16.5,12.1,,
GNIP,GNIP/M/IN/05,NEW DELHI,IN,4218200,28.58,77.2,212,Precipitation collectors - unknown,[Partner: India Meteorological Dept. Safdarjung Airport],197003,Water - Precipitation - rain,1970-03-15,1970-03-01,1970-03-31,,-3.86,University of Copenhagen,,,109,6,National Geophysical Research Institute,60,21.9,13.1,,
GNIP,GNIP/M/IN/05,NEW DELHI,IN,4218200,28.58,77.2,212,Precipitation collectors - unknown,[Partner: India Meteorological Dept. Safdarjung Airport],197004,Water - Precipitation - unspecified (not reported),1970-04-15,1970-04-01,1970-04-30,,,,,,,,,,29.5,13.5,,
GNIP,GNIP/M/IN/05,NEW DELHI,IN,4218200,28.58,77.2,212,Precipitation collectors - unknown,[Partner: India Meteorological Dept. Safdarjung Airport],197005,Water - Precipitation - rain,1970-05-15,1970-05-01,1970-05-31,,-3.86,University of Copenhagen,,,160,4,National Geophysical Research Institute,54,32.9,15.9,,
GNIP,GNIP/M/IN/05,NEW DELHI,IN,4218200,28.58,77.2,212,Precipitation collectors - unknown,[Partner: India Meteorological Dept. Safdarjung Airport],197006,Water - Precipitation - rain,1970-06-15,1970-06-01,1970-06-30,,-0.89,University of Copenhagen,,,110,4,National Geophysical Research Institute,122,31.5,25.5,,
GNIP,GNIP/M/IN/05,NEW DELHI,IN,4218200,28.58,77.2,212,Precipitation collectors - unknown,[Partner: India Meteorological Dept. Safdarjung Airport],197007,Water - Precipitation - rain,1970-07-15,1970-07-01,1970-07-31,,-2.68,University of Copenhagen,,,,,,50,32.1,28.6,,
GNIP,GNIP/M/IN/05,NEW DELHI,IN,4218200,28.58,77.2,212,Precipitation collectors - unknown,[Partner: India Meteorological Dept. Safdarjung Airport],197008,Water - Precipitation - rain,1970-08-15,1970-08-01,1970-08-31,,-4.95,University of Copenhagen,,,131,4,National Geophysical Research Institute,200,29.6,32,,
GNIP,GNIP/M/IN/05,NEW DELHI,IN,4218200,28.58,77.2,212,Precipitation collectors - unknown,[Partner: India Meteorological Dept. Safdarjung Airport],197009,Water - Precipitation - rain,1970-09-15,1970-09-01,1970-09-30,,-8.28,University of Copenhagen,,,145,4,National Geophysical Research Institute,154,29.7,28.3,,
GNIP,GNIP/M/IN/05,NEW DELHI,IN,4218200,28.58,77.2,212,Precipitation collectors - unknown,[Partner: India Meteorological Dept. Safdarjung Airport],197010,Water - Precipitation - rain,1970-10-15,1970-10-01,1970-10-31,,,,,,,,,5,27,18.5,,
GNIP,GNIP/M/IN/05,NEW DELHI,IN,4218200,28.58,77.2,212,Precipitation collectors - unknown,[Partner: India Meteorological Dept. Safdarjung Airport],197011,Water - Precipitation - unspecified (not reported),1970-11-15,1970-11-01,1970-11-30,,,,,,,,,,20.2,10.1,,
GNIP,GNIP/M/IN/05,NEW DELHI,IN,4218200,28.58,77.2,212,Precipitation collectors - unknown,[Partner: India Meteorological Dept. Safdarjung Airport],197012,Water - Precipitation - unspecified (not reported),1970-12-15,1970-12-01,1970-12-31,,,,,,,,,,15.9,9.3,,
GNIP,GNIP/M/IN/05,NEW DELHI,IN,4218200,28.58,77.2,212,Precipitation collectors - unknown,[Partner: India Meteorological Dept. Safdarjung Airport],197101,Water - Precipitation - rain,1971-01-15,1971-01-01,1971-01-31,,-0.18,University of Copenhagen,,,,,,14,13.1,8.5,,
GNIP,GNIP/M/IN/05,NEW DELHI,IN,4218200,28.58,77.2,212,Precipitation collectors - unknown,[Partner: India Meteorological Dept. Safdarjung Airport],197102,Water - Precipitation - rain,1971-02-15,1971-02-01,1971-02-28,,0.88,University of Copenhagen,,,,,,11,17.6,10.5,,
GNIP,GNIP/M/IN/05,NEW DELHI,IN,4218200,28.58,77.2,212,Precipitation collectors - unknown,[Partner: India Meteorological Dept. Safdarjung Airport],197103,Water - Precipitation - rain,1971-03-15,1971-03-01,1971-03-31,,,,,,,,,1,22.7,10.7,,
GNIP,GNIP/M/IN/05,NEW DELHI,IN,4218200,28.58,77.2,212,Precipitation collectors - unknown,[Partner: India Meteorological Dept. Safdarjung Airport],197104,Water - Precipitation - rain,1971-04-15,1971-04-01,1971-04-30,,-0.12,University of Copenhagen,,,,,,13,29.7,16.1,,
GNIP,GNIP/M/IN/05,NEW DELHI,IN,4218200,28.58,77.2,212,Precipitation collectors - unknown,[Partner: India Meteorological Dept. Safdarjung Airport],197105,Water - Precipitation - rain,1971-05-15,1971-05-01,1971-05-31,,2.86,University of Copenhagen,,,213,6,National Geophysical Research Institute,56,30.7,18.2,,
GNIP,GNIP/M/IN/05,NEW DELHI,IN,4218200,28.58,77.2,212,Precipitation collectors - unknown,[Partner: India Meteorological Dept. Safdarjung Airport],197106,Water - Precipitation - rain,1971-06-15,1971-06-01,1971-06-30,,-7.19,University of Copenhagen,,,94,4,National Geophysical Research Institute,102,32.1,26.8,,
GNIP,GNIP/M/IN/05,NEW DELHI,IN,4218200,28.58,77.2,212,Precipitation collectors - unknown,[Partner: India Meteorological Dept. Safdarjung Airport],197107,Water - Precipitation - rain,1971-07-15,1971-07-01,1971-07-31,,-4.41,University of Copenhagen,,,108,4,National Geophysical Research Institute,191,29.9,30.6,,
GNIP,GNIP/M/IN/05,NEW DELHI,IN,4218200,28.58,77.2,212,Precipitation collectors - unknown,[Partner: India Meteorological Dept. Safdarjung Airport],197108,Water - Precipitation - rain,1971-08-15,1971-08-01,1971-08-31,,-6.97,University of Copenhagen,,,,,,378,28.5,29.8,,
GNIP,GNIP/M/IN/05,NEW DELHI,IN,4218200,28.58,77.2,212,Precipitation collectors - unknown,[Partner: India Meteorological Dept. Safdarjung Airport],197109,Water - Precipitation - rain,1971-09-15,1971-09-01,1971-09-30,,-6.52,University of Copenhagen,,,96,4,National Geophysical Research Institute,158,28.7,23.9,,
GNIP,GNIP/M/IN/05,NEW DELHI,IN,4218200,28.58,77.2,212,Precipitation collectors - unknown,[Partner: India Meteorological Dept. Safdarjung Airport],197110,Water - Precipitation - rain,1971-10-15,1971-10-01,1971-10-31,,-6.39,University of Copenhagen,,,,,,9,25.9,17.3,,
GNIP,GNIP/M/IN/05,NEW DELHI,IN,4218200,28.58,77.2,212,Precipitation collectors - unknown,[Partner: India Meteorological Dept. Safdarjung Airport],197111,Water - Precipitation - unspecified (not reported),1971-11-15,1971-11-01,1971-11-30,,,,,,,,,,20.3,12.7,,
GNIP,GNIP/M/IN/05,NEW DELHI,IN,4218200,28.58,77.2,212,Precipitation collectors - unknown,[Partner: India Meteorological Dept. Safdarjung Airport],197112,Water - Precipitation - unspecified (not reported),1971-12-15,1971-12-01,1971-12-31,,,,,,,,,,15.9,11.1,,
GNIP,GNIP/M/IN/05,NEW DELHI,IN,4218200,28.58,77.2,212,Precipitation collectors - unknown,[Partner: India Meteorological Dept. Safdarjung Airport],197201,Water - Precipitation - rain,1972-01-15,1972-01-01,1972-01-31,,0.51,University of Copenhagen,,,,,,10,14.6,10,,
GNIP,GNIP/M/IN/05,NEW DELHI,IN,4218200,28.58,77.2,212,Precipitation collectors - unknown,[Partner: India Meteorological Dept. Safdarjung Airport],197202,Water - Precipitation - rain,1972-02-15,1972-02-01,1972-02-29,,5.13,University of Copenhagen,,,,,,21,15.1,9.1,,
GNIP,GNIP/M/IN/05,NEW DELHI,IN,4218200,28.58,77.2,212,Precipitation collectors - unknown,[Partner: India Meteorological Dept. Safdarjung Airport],197203,Water - Precipitation - rain,1972-03-15,1972-03-01,1972-03-31,,,,,,,,,1,23.2,17.1,,
GNIP,GNIP/M/IN/05,NEW DELHI,IN,4218200,28.58,77.2,212,Precipitation collectors - unknown,[Partner: India Meteorological Dept. Safdarjung Airport],197204,Water - Precipitation - rain,1972-04-15,1972-04-01,1972-04-30,,1.33,University of Copenhagen,,,,,,11,27.8,15.8,,
GNIP,GNIP/M/IN/05,NEW DELHI,IN,4218200,28.58,77.2,212,Precipitation collectors - unknown,[Partner: India Meteorological Dept. Safdarjung Airport],197205,Water - Precipitation - unspecified (not reported),1972-05-15,1972-05-01,1972-05-31,,,,,,,,,,34.1,13.9,,
GNIP,GNIP/M/IN/05,NEW DELHI,IN,4218200,28.58,77.2,212,Precipitation collectors - unknown,[Partner: India Meteorological Dept. Safdarjung Airport],197206,Water - Precipitation - rain,1972-06-15,1972-06-01,1972-06-30,,-6.3,University of Copenhagen,,,,,,33,35.1,19.1,,
GNIP,GNIP/M/IN/05,NEW DELHI,IN,4218200,28.58,77.2,212,Precipitation collectors - unknown,[Partner: India Meteorological Dept. Safdarjung Airport],197207,Water - Precipitation - rain,1972-07-15,1972-07-01,1972-07-31,,-8.9,University of Copenhagen,,,,,,300,31.9,27.5,,
GNIP,GNIP/M/IN/05,NEW DELHI,IN,4218200,28.58,77.2,212,Precipitation collectors - unknown,[Partner: India Meteorological Dept. Safdarjung Airport],197208,Water - Precipitation - rain,1972-08-15,1972-08-01,1972-08-31,,-8.95,University of Copenhagen,,,,,,352,29.3,30,,
GNIP,GNIP/M/IN/05,NEW DELHI,IN,4218200,28.58,77.2,212,Precipitation collectors - unknown,[Partner: India Meteorological Dept. Safdarjung Airport],197209,Water - Precipitation - rain,1972-09-15,1972-09-01,1972-09-30,,-13.39,University of Copenhagen,,,,,,36,28.6,21.7,,
GNIP,GNIP/M/IN/05,NEW DELHI,IN,4218200,28.58,77.2,212,Precipitation collectors - unknown,[Partner: India Meteorological Dept. Safdarjung Airport],197210,Water - Precipitation - rain,1972-10-15,1972-10-01,1972-10-31,,,,,,,,,33,26,18.4,,
