Group,Project,Site,Country,WMO Code,Latitude,Longitude,Altitude,Type of Site,Source of Information,Sample Name,Media Type,Date,Begin of Period,End of Period,Comment,O18,O18 Provider,H2,H2 Provider,H3,H3 Error,H3 Provider,Precipitation,Air Temperature,Vapour Pressure,Alkalinity,Alkalinity Provider
GNIP,GNIP/M/UG/01,ENTEBBE (AIRPORT),UG,6370500,0.05,32.45,1155,Precipitation collectors - unknown,"[Partner: Directorate of Water Resources Management, Entebbe]",201002,Water - Precipitation - rain,2010-02-15,2010-02-01,2010-02-28,precipitation amount information doubtful,-4.82,International Atomic Energy Agency,-22.82,International Atomic Energy Agency,,,,92.7,23.4,23.3,,
GNIP,GNIP/M/UG/01,ENTEBBE (AIRPORT),UG,6370500,0.05,32.45,1155,Precipitation collectors - unknown,"[Partner: Directorate of Water Resources Management, Entebbe]",201003,Water - Precipitation - rain,2010-03-15,2010-03-01,2010-03-31,precipitation amount information doubtful,-0.66,International Atomic Energy Agency,1.78,International Atomic Energy Agency,,,,158.5,23,22.9,,
GNIP,GNIP/M/UG/01,ENTEBBE (AIRPORT),UG,6370500,0.05,32.45,1155,Precipitation collectors - unknown,"[Partner: Directorate of Water Resources Management, Entebbe]",201004,Water - Precipitation - rain,2010-04-15,2010-04-01,2010-04-30,precipitation amount information doubtful,-0.57,International Atomic Energy Agency,-0.46,International Atomic Energy Agency,,,,176.8,23.3,23.8,,
GNIP,GNIP/M/UG/01,ENTEBBE (AIRPORT),UG,6370500,0.05,32.45,1155,Precipitation collectors - unknown,"[Partner: Directorate of Water Resources Management, Entebbe]",201005,Water - Precipitation - rain,2010-05-15,2010-05-01,2010-05-31,precipitation amount information doubtful,-4.81,International Atomic Energy Agency,-24.78,International Atomic Energy Agency,,,,114.1,23.3,23.1,,
GNIP,GNIP/M/UG/01,ENTEBBE (AIRPORT),UG,6370500,0.05,32.45,1155,Precipitation collectors - unknown,"[Partner: Directorate of Water Resources Management, Entebbe]",201006,Water - Precipitation - rain,2010-06-15,2010-06-01,2010-06-30,precipitation amount information doubtful,,,,,,,,86.1,22.8,22.4,,
GNIP,GNIP/M/UG/01,ENTEBBE (AIRPORT),UG,6370500,0.05,32.45,1155,Precipitation collectors - unknown,"[Partner: Directorate of Water Resources Management, Entebbe]",201007,Water - Precipitation - rain,2010-07-15,2010-07-01,2010-07-31,precipitation amount information doubtful,,,,,,,,41.7,21.9,20.9,,
GNIP,GNIP/M/UG/01,ENTEBBE (AIRPORT),UG,6370500,0.05,32.45,1155,Precipitation collectors - unknown,"[Partner: Directorate of Water Resources Management, Entebbe]",201008,Water - Precipitation - rain,2010-08-15,2010-08-01,2010-08-31,precipitation amount information doubtful,,,,,,,,2,22.8,22,,
GNIP,GNIP/M/UG/01,ENTEBBE (AIRPORT),UG,6370500,0.05,32.45,1155,Precipitation collectors - unknown,"[Partner: Directorate of Water Resources Management, Entebbe]",201009,Water - Precipitation - rain,2010-09-15,2010-09-01,2010-09-30,precipitation amount information doubtful,,,,,,,,14,22.2,21.2,,
GNIP,GNIP/M/UG/01,ENTEBBE (AIRPORT),UG,6370500,0.05,32.45,1155,Precipitation collectors - unknown,"[Partner: Directorate of Water Resources Management, Entebbe]",201010,Water - Precipitation - rain,2010-10-15,2010-10-01,2010-10-31,precipitation amount information doubtful,,,,,,,,3.1,22.2,21.9,,
GNIP,GNIP/M/UG/01,ENTEBBE (AIRPORT),UG,6370500,0.05,32.45,1155,Precipitation collectors - unknown,"[Partner: Directorate of Water Resources Management, Entebbe]",201011,Water - Precipitation - rain,2010-11-15,2010-11-01,2010-11-30,precipitation amount information doubtful,,,,,,,,67.6,22.6,22.2,,
GNIP,GNIP/M/UG/01,ENTEBBE (AIRPORT),UG,6370500,0.05,32.45,1155,Precipitation collectors - unknown,"[Partner: Directorate of Water Resources Management, Entebbe]",201012,Water - Precipitation - rain,2010-12-15,2010-12-01,2010-12-31,precipitation amount information doubtful,,,,,,,,69.6,22,21.4,,
GNIP,GNIP/M/UG/01,ENTEBBE (AIRPORT),UG,6370500,0.05,32.45,1155,Precipitation collectors - unknown,"[Partner: Directorate of Water Resources Management, Entebbe]",201303,Water - Precipitation - rain,2013-03-15,2013-03-01,2013-03-31,,-2.63,International Atomic Energy Agency,-7.21,International Atomic Energy Agency,,,,175.1,29.4,33.4,,
GNIP,GNIP/M/UG/01,ENTEBBE (AIRPORT),UG,6370500,0.05,32.45,1155,Precipitation collectors - unknown,"[Partner: Directorate of Water Resources Management, Entebbe]",201304,Water - Precipitation - rain,2013-04-15,2013-04-01,2013-04-30,,-3.22,International Atomic Energy Agency,-12.25,International Atomic Energy Agency,,,,150.7,29,34.8,,
GNIP,GNIP/M/UG/01,ENTEBBE (AIRPORT),UG,6370500,0.05,32.45,1155,Precipitation collectors - unknown,"[Partner: Directorate of Water Resources Management, Entebbe]",201305,Water - Precipitation - rain,2013-05-15,2013-05-01,2013-05-31,,0.3,International Atomic Energy Agency,15.58,International Atomic Energy Agency,,,,159.8,28.9,34.2,,
GNIP,GNIP/M/UG/01,ENTEBBE (AIRPORT),UG,6370500,0.05,32.45,1155,Precipitation collectors - unknown,"[Partner: Directorate of Water Resources Management, Entebbe]",201306,Water - Precipitation - rain,2013-06-15,2013-06-01,2013-06-30,,0.21,International Atomic Energy Agency,12.54,International Atomic Energy Agency,,,,60.8,29,32,,
GNIP,GNIP/M/UG/01,ENTEBBE (AIRPORT),UG,6370500,0.05,32.45,1155,Precipitation collectors - unknown,"[Partner: Directorate of Water Resources Management, Entebbe]",201307,Water - Precipitation - rain,2013-07-15,2013-07-01,2013-07-31,,-0.23,International Atomic Energy Agency,9.56,International Atomic Energy Agency,,,,1,28.4,29.7,,
GNIP,GNIP/M/UG/01,ENTEBBE (AIRPORT),UG,6370500,0.05,32.45,1155,Precipitation collectors - unknown,"[Partner: Directorate of Water Resources Management, Entebbe]",201308,Water - Precipitation - rain,2013-08-15,2013-08-01,2013-08-31,,0.03,International Atomic Energy Agency,7.49,International Atomic Energy Agency,,,,45.6,27.4,31.3,,
GNIP,GNIP/M/UG/01,ENTEBBE (AIRPORT),UG,6370500,0.05,32.45,1155,Precipitation collectors - unknown,"[Partner: Directorate of Water Resources Management, Entebbe]",201309,Water - Precipitation - rain,2013-09-15,2013-09-01,2013-09-30,,-0.34,International Atomic Energy Agency,7.75,International Atomic Energy Agency,,,,205.2,28,31.3,,
GNIP,GNIP/M/UG/01,ENTEBBE (AIRPORT),UG,6370500,0.05,32.45,1155,Precipitation collectors - unknown,"[Partner: Directorate of Water Resources Management, Entebbe]",201310,Water - Precipitation - rain,2013-10-15,2013-10-01,2013-10-31,,2.37,International Atomic Energy Agency,20.06,International Atomic Energy Agency,,,,45,27.8,31.3,,
GNIP,GNIP/M/UG/01,ENTEBBE (AIRPORT),UG,6370500,0.05,32.45,1155,Precipitation collectors - unknown,"[Partner: Directorate of Water Resources Management, Entebbe]",201311,Water - Precipitation - rain,2013-11-15,2013-11-01,2013-11-30,,-2.09,International Atomic Energy Agency,-5.66,International Atomic Energy Agency,,,,134.1,28.5,31.4,,
GNIP,GNIP/M/UG/01,ENTEBBE (AIRPORT),UG,6370500,0.05,32.45,1155,Precipitation collectors - unknown,"[Partner: Directorate of Water Resources Management, Entebbe]",201312,Water - Precipitation - rain,2013-12-15,2013-12-01,2013-12-31,,0.1,International Atomic Energy Agency,12.08,International Atomic Energy Agency,,,,47.6,28.8,30.4,,
GNIP,GNIP/M/UG/01,ENTEBBE (AIRPORT),UG,6370500,0.05,32.45,1155,Precipitation collectors - unknown,"[Partner: Directorate of Water Resources Management, Entebbe]",201401,Water - Precipitation - rain,2014-01-15,2014-01-01,2014-01-31,,2.33,International Atomic Energy Agency,31.7,International Atomic Energy Agency,,,,34.7,28.6,20,,
GNIP,GNIP/M/UG/01,ENTEBBE (AIRPORT),UG,6370500,0.05,32.45,1155,Precipitation collectors - unknown,"[Partner: Directorate of Water Resources Management, Entebbe]",201402,Water - Precipitation - rain,2014-02-15,2014-02-01,2014-02-28,,-0.5,International Atomic Energy Agency,7.1,International Atomic Energy Agency,,,,12.3,30,21.8,,
GNIP,GNIP/M/UG/01,ENTEBBE (AIRPORT),UG,6370500,0.05,32.45,1155,Precipitation collectors - unknown,"[Partner: Directorate of Water Resources Management, Entebbe]",201403,Water - Precipitation - rain,2014-03-15,2014-03-01,2014-03-31,,-1.12,International Atomic Energy Agency,5,International Atomic Energy Agency,2.06,0.16,International Atomic Energy Agency,154,30.3,20,,
GNIP,GNIP/M/UG/01,ENTEBBE (AIRPORT),UG,6370500,0.05,32.45,1155,Precipitation collectors - unknown,"[Partner: Directorate of Water Resources Management, Entebbe]",201404,Water - Precipitation - rain,2014-04-15,2014-04-01,2014-04-30,,-1.6,International Atomic Energy Agency,-1.5,International Atomic Energy Agency,1.56,0.16,International Atomic Energy Agency,264.6,28.3,22,,
GNIP,GNIP/M/UG/01,ENTEBBE (AIRPORT),UG,6370500,0.05,32.45,1155,Precipitation collectors - unknown,"[Partner: Directorate of Water Resources Management, Entebbe]",201405,Water - Precipitation - rain,2014-05-15,2014-05-01,2014-05-31,,-4.11,International Atomic Energy Agency,-21,International Atomic Energy Agency,1.07,0.14,International Atomic Energy Agency,226,28,20.2,,
GNIP,GNIP/M/UG/01,ENTEBBE (AIRPORT),UG,6370500,0.05,32.45,1155,Precipitation collectors - unknown,"[Partner: Directorate of Water Resources Management, Entebbe]",201406,Water - Precipitation - rain,2014-06-15,2014-06-01,2014-06-30,,-0.95,International Atomic Energy Agency,10.9,International Atomic Energy Agency,2.35,0.17,International Atomic Energy Agency,122.7,28.1,20.5,,
GNIP,GNIP/M/UG/01,ENTEBBE (AIRPORT),UG,6370500,0.05,32.45,1155,Precipitation collectors - unknown,"[Partner: Directorate of Water Resources Management, Entebbe]",201407,Water - Precipitation - rain,2014-07-15,2014-07-01,2014-07-31,,3.15,International Atomic Energy Agency,25.2,International Atomic Energy Agency,1.58,0.15,International Atomic Energy Agency,52.8,30.4,16.5,,
GNIP,GNIP/M/UG/01,ENTEBBE (AIRPORT),UG,6370500,0.05,32.45,1155,Precipitation collectors - unknown,"[Partner: Directorate of Water Resources Management, Entebbe]",201408,Water - Precipitation - rain,2014-08-15,2014-08-01,2014-08-31,,-1.51,International Atomic Energy Agency,3.8,International Atomic Energy Agency,2.16,0.16,International Atomic Energy Agency,261.4,29.5,19.7,,
GNIP,GNIP/M/UG/01,ENTEBBE (AIRPORT),UG,6370500,0.05,32.45,1155,Precipitation collectors - unknown,"[Partner: Directorate of Water Resources Management, Entebbe]",201409,Water - Precipitation - rain,2014-09-15,2014-09-01,2014-09-30,,-4.27,International Atomic Energy Agency,-19.2,International Atomic Energy Agency,2.07,0.16,International Atomic Energy Agency,150.5,29.1,21.7,,
GNIP,GNIP/M/UG/01,ENTEBBE (AIRPORT),UG,6370500,0.05,32.45,1155,Precipitation collectors - unknown,"[Partner: Directorate of Water Resources Management, Entebbe]",201410,Water - Precipitation - rain,2014-10-15,2014-10-01,2014-10-31,,-1.99,International Atomic Energy Agency,-12.7,International Atomic Energy Agency,1.86,0.15,International Atomic Energy Agency,128.5,29.4,27.9,,
GNIP,GNIP/M/UG/01,ENTEBBE (AIRPORT),UG,6370500,0.05,32.45,1155,Precipitation collectors - unknown,"[Partner: Directorate of Water Resources Management, Entebbe]",201411,Water - Precipitation - rain,2014-11-15,2014-11-01,2014-11-30,,-3.26,International Atomic Energy Agency,-13,International Atomic Energy Agency,1.73,0.14,International Atomic Energy Agency,137.6,29.5,21.1,,
GNIP,GNIP/M/UG/01,ENTEBBE (AIRPORT),UG,6370500,0.05,32.45,1155,Precipitation collectors - unknown,"[Partner: Directorate of Water Resources Management, Entebbe]",201412,Water - Precipitation - rain,2014-12-15,2014-12-01,2014-12-31,,-2.44,International Atomic Energy Agency,-5.7,International Atomic Energy Agency,,,,60.1,29,20,,
GNIP,GNIP/M/UG/01,ENTEBBE (AIRPORT),UG,6370500,0.05,32.45,1155,Precipitation collectors - unknown,"[Partner: Directorate of Water Resources Management, Entebbe]",201501,Water - Precipitation - rain,2015-01-15,2015-01-01,2015-01-31,,0.91,International Atomic Energy Agency,23.9,International Atomic Energy Agency,,,,14,24,17,,
GNIP,GNIP/M/UG/01,ENTEBBE (AIRPORT),UG,6370500,0.05,32.45,1155,Precipitation collectors - unknown,"[Partner: Directorate of Water Resources Management, Entebbe]",201502,Water - Precipitation - rain,2015-02-15,2015-02-01,2015-02-28,,1.07,International Atomic Energy Agency,24.6,International Atomic Energy Agency,,,,62,23,19,,
GNIP,GNIP/M/UG/01,ENTEBBE (AIRPORT),UG,6370500,0.05,32.45,1155,Precipitation collectors - unknown,"[Partner: Directorate of Water Resources Management, Entebbe]",201503,Water - Precipitation - rain,2015-03-15,2015-03-01,2015-03-31,,-6.76,International Atomic Energy Agency,-39.8,International Atomic Energy Agency,1.61,0.13,International Atomic Energy Agency,179,27,17,,
GNIP,GNIP/M/UG/01,ENTEBBE (AIRPORT),UG,6370500,0.05,32.45,1155,Precipitation collectors - unknown,"[Partner: Directorate of Water Resources Management, Entebbe]",201504,Water - Precipitation - rain,2015-04-15,2015-04-01,2015-04-30,,-3.6,International Atomic Energy Agency,-13.1,International Atomic Energy Agency,1.53,0.12,International Atomic Energy Agency,235,23,20,,
GNIP,GNIP/M/UG/01,ENTEBBE (AIRPORT),UG,6370500,0.05,32.45,1155,Precipitation collectors - unknown,"[Partner: Directorate of Water Resources Management, Entebbe]",201505,Water - Precipitation - rain,2015-05-15,2015-05-01,2015-05-31,,,,,,,,,305,23,21,,
GNIP,GNIP/M/UG/01,ENTEBBE (AIRPORT),UG,6370500,0.05,32.45,1155,Precipitation collectors - unknown,"[Partner: Directorate of Water Resources Management, Entebbe]",201506,Water - Precipitation - rain,2015-06-15,2015-06-01,2015-06-30,,-3.08,International Atomic Energy Agency,-11.6,International Atomic Energy Agency,1.5,0.13,International Atomic Energy Agency,137,23,21,,
GNIP,GNIP/M/UG/01,ENTEBBE (AIRPORT),UG,6370500,0.05,32.45,1155,Precipitation collectors - unknown,"[Partner: Directorate of Water Resources Management, Entebbe]",201507,Water - Precipitation - rain,2015-07-15,2015-07-01,2015-07-31,,-2.7,International Atomic Energy Agency,-6.6,International Atomic Energy Agency,1.97,0.14,International Atomic Energy Agency,62,24,16,,
GNIP,GNIP/M/UG/01,ENTEBBE (AIRPORT),UG,6370500,0.05,32.45,1155,Precipitation collectors - unknown,"[Partner: Directorate of Water Resources Management, Entebbe]",201508,Water - Precipitation - rain,2015-08-15,2015-08-01,2015-08-31,,,,,,,,,101,28,17,,
GNIP,GNIP/M/UG/01,ENTEBBE (AIRPORT),UG,6370500,0.05,32.45,1155,Precipitation collectors - unknown,"[Partner: Directorate of Water Resources Management, Entebbe]",201509,Water - Precipitation - rain,2015-09-15,2015-09-01,2015-09-30,,,,,,,,,32,23,22,,
GNIP,GNIP/M/UG/01,ENTEBBE (AIRPORT),UG,6370500,0.05,32.45,1155,Precipitation collectors - unknown,"[Partner: Directorate of Water Resources Management, Entebbe]",201510,Water - Precipitation - rain,2015-10-15,2015-10-01,2015-10-31,,-6.75,International Atomic Energy Agency,-40.6,International Atomic Energy Agency,1.46,0.13,International Atomic Energy Agency,83,23,17,,
GNIP,GNIP/M/UG/01,ENTEBBE (AIRPORT),UG,6370500,0.05,32.45,1155,Precipitation collectors - unknown,"[Partner: Directorate of Water Resources Management, Entebbe]",201511,Water - Precipitation - rain,2015-11-15,2015-11-01,2015-11-30,,-1.35,International Atomic Energy Agency,-6.9,International Atomic Energy Agency,1.77,0.14,International Atomic Energy Agency,198,25,26,,
GNIP,GNIP/M/UG/01,ENTEBBE (AIRPORT),UG,6370500,0.05,32.45,1155,Precipitation collectors - unknown,"[Partner: Directorate of Water Resources Management, Entebbe]",201512,Water - Precipitation - rain,2015-12-15,2015-12-01,2015-12-31,,-1.77,International Atomic Energy Agency,-5.3,International Atomic Energy Agency,1.55,0.13,International Atomic Energy Agency,123,23,21,,
GNIP,GNIP/M/UG/01,ENTEBBE (AIRPORT),UG,6370500,0.05,32.45,1155,Precipitation collectors - unknown,"[Partner: Directorate of Water Resources Management, Entebbe]",201601,Water - Precipitation - rain,2016-01-15,2016-01-01,2016-01-31,,-1.24,International Atomic Energy Agency,4,International Atomic Energy Agency,1.49,0.11,International Atomic Energy Agency,102,25,24.3,,
GNIP,GNIP/M/UG/01,ENTEBBE (AIRPORT),UG,6370500,0.05,32.45,1155,Precipitation collectors - unknown,"[Partner: Directorate of Water Resources Management, Entebbe]",201602,Water - Precipitation - rain,2016-02-15,2016-02-01,2016-02-29,,2.75,International Atomic Energy Agency,36.5,International Atomic Energy Agency,,,,17.4,24.3,21.2,,
GNIP,GNIP/M/UG/01,ENTEBBE (AIRPORT),UG,6370500,0.05,32.45,1155,Precipitation collectors - unknown,"[Partner: Directorate of Water Resources Management, Entebbe]",201603,Water - Precipitation - rain,2016-03-15,2016-03-01,2016-03-31,,-2.31,International Atomic Energy Agency,-2.4,International Atomic Energy Agency,1.65,0.11,International Atomic Energy Agency,231,24.6,19,,
GNIP,GNIP/M/UG/01,ENTEBBE (AIRPORT),UG,6370500,0.05,32.45,1155,Precipitation collectors - unknown,"[Partner: Directorate of Water Resources Management, Entebbe]",201604,Water - Precipitation - rain,2016-04-15,2016-04-01,2016-04-30,,-4.18,International Atomic Energy Agency,-16.5,International Atomic Energy Agency,1.67,0.12,International Atomic Energy Agency,448,20.7,19.2,,
GNIP,GNIP/M/UG/01,ENTEBBE (AIRPORT),UG,6370500,0.05,32.45,1155,Precipitation collectors - unknown,"[Partner: Directorate of Water Resources Management, Entebbe]",201605,Water - Precipitation - rain,2016-05-15,2016-05-01,2016-05-31,,-3.46,International Atomic Energy Agency,-9.9,International Atomic Energy Agency,1.41,0.12,International Atomic Energy Agency,224,20.8,19.4,,
GNIP,GNIP/M/UG/01,ENTEBBE (AIRPORT),UG,6370500,0.05,32.45,1155,Precipitation collectors - unknown,"[Partner: Directorate of Water Resources Management, Entebbe]",201606,Water - Precipitation - rain,2016-06-15,2016-06-01,2016-06-30,,-1.72,International Atomic Energy Agency,4.9,International Atomic Energy Agency,1.96,0.12,International Atomic Energy Agency,118.1,23.5,20.1,,
GNIP,GNIP/M/UG/01,ENTEBBE (AIRPORT),UG,6370500,0.05,32.45,1155,Precipitation collectors - unknown,"[Partner: Directorate of Water Resources Management, Entebbe]",201607,Water - Precipitation - rain,2016-07-15,2016-07-01,2016-07-31,,1.35,International Atomic Energy Agency,14.8,International Atomic Energy Agency,,,,8.8,20.5,19.2,,
GNIP,GNIP/M/UG/01,ENTEBBE (AIRPORT),UG,6370500,0.05,32.45,1155,Precipitation collectors - unknown,"[Partner: Directorate of Water Resources Management, Entebbe]",201608,Water - Precipitation - rain,2016-08-15,2016-08-01,2016-08-31,,-0.79,International Atomic Energy Agency,6.7,International Atomic Energy Agency,1.47,0.1,International Atomic Energy Agency,90.5,23.8,20.2,,
GNIP,GNIP/M/UG/01,ENTEBBE (AIRPORT),UG,6370500,0.05,32.45,1155,Precipitation collectors - unknown,"[Partner: Directorate of Water Resources Management, Entebbe]",201609,Water - Precipitation - rain,2016-09-15,2016-09-01,2016-09-30,,-2.08,International Atomic Energy Agency,-0.8,International Atomic Energy Agency,1.56,0.14,International Atomic Energy Agency,81.8,20.6,19.2,,
GNIP,GNIP/M/UG/01,ENTEBBE (AIRPORT),UG,6370500,0.05,32.45,1155,Precipitation collectors - unknown,"[Partner: Directorate of Water Resources Management, Entebbe]",201610,Water - Precipitation - rain,2016-10-15,2016-10-01,2016-10-31,,,,,,2.1,0.13,International Atomic Energy Agency,74.3,24.5,21.4,,
GNIP,GNIP/M/UG/01,ENTEBBE (AIRPORT),UG,6370500,0.05,32.45,1155,Precipitation collectors - unknown,"[Partner: Directorate of Water Resources Management, Entebbe]",201611,Water - Precipitation - rain,2016-11-15,2016-11-01,2016-11-30,,-2.16,International Atomic Energy Agency,-1.1,International Atomic Energy Agency,1.59,0.12,International Atomic Energy Agency,168.1,24,20.4,,
GNIP,GNIP/M/UG/01,ENTEBBE (AIRPORT),UG,6370500,0.05,32.45,1155,Precipitation collectors - unknown,"[Partner: Directorate of Water Resources Management, Entebbe]",201612,Water - Precipitation - rain,2016-12-15,2016-12-01,2016-12-31,,2.72,International Atomic Energy Agency,36.6,International Atomic Energy Agency,1.35,0.09,International Atomic Energy Agency,137.4,23.5,22,,
GNIP,GNIP/M/UG/01,ENTEBBE (AIRPORT),UG,6370500,0.05,32.45,1155,Precipitation collectors - unknown,"[Partner: Directorate of Water Resources Management, Entebbe]",201701,Water - Precipitation - rain,2017-01-15,2017-01-01,2017-01-31,,-1.24,International Atomic Energy Agency,4,International Atomic Energy Agency,1.64,0.21,International Atomic Energy Agency,26.6,,,,
