Group,Project,Site,Country,WMO Code,Latitude,Longitude,Altitude,Type of Site,Source of Information,Sample Name,Media Type,Date,Begin of Period,End of Period,Comment,O18,O18 Provider,H2,H2 Provider,H3,H3 Error,H3 Provider,Precipitation,Air Temperature,Vapour Pressure,Alkalinity,Alkalinity Provider
GNIP,GNIP/M/UG/01,MASAKA,UG,6370503,-0.331666667,31.76111111,1306,Precipitation collectors - unknown,"[Partner: Directorate of Water Resources Management, Entebbe]",201412,Water - Precipitation - rain,2014-12-15,2014-12-01,2014-12-31,,2.05,International Atomic Energy Agency,20.8,International Atomic Energy Agency,,,,,,,,
GNIP,GNIP/M/UG/01,MASAKA,UG,6370503,-0.331666667,31.76111111,1306,Precipitation collectors - unknown,"[Partner: Directorate of Water Resources Management, Entebbe]",201501,"Water - Precipitation - no rain (""dry"")",2015-01-15,2015-01-01,2015-01-31,,,,,,,,,,,,,
GNIP,GNIP/M/UG/01,MASAKA,UG,6370503,-0.331666667,31.76111111,1306,Precipitation collectors - unknown,"[Partner: Directorate of Water Resources Management, Entebbe]",201502,"Water - Precipitation - no rain (""dry"")",2015-02-15,2015-02-01,2015-02-28,,,,,,,,,,,,,
GNIP,GNIP/M/UG/01,MASAKA,UG,6370503,-0.331666667,31.76111111,1306,Precipitation collectors - unknown,"[Partner: Directorate of Water Resources Management, Entebbe]",201503,Water - Precipitation - rain,2015-03-15,2015-03-01,2015-03-31,"Rejected value(s): d18O: 0.41 ‰, d2H: -1.1 ‰, d-excess: -4.4 ‰ (evaporated?)",,,,,,,,225,,,,
GNIP,GNIP/M/UG/01,MASAKA,UG,6370503,-0.331666667,31.76111111,1306,Precipitation collectors - unknown,"[Partner: Directorate of Water Resources Management, Entebbe]",201504,Water - Precipitation - rain,2015-04-15,2015-04-01,2015-04-30,,-5.4,International Atomic Energy Agency,-30.3,International Atomic Energy Agency,,,,195,,,,
GNIP,GNIP/M/UG/01,MASAKA,UG,6370503,-0.331666667,31.76111111,1306,Precipitation collectors - unknown,"[Partner: Directorate of Water Resources Management, Entebbe]",201505,Water - Precipitation - rain,2015-05-15,2015-05-01,2015-05-31,"Rejected value(s): d18O: -1.08 ‰, d2H: -14.9 ‰, d-excess: -6.3 ‰ (evaporated?)",,,,,,,,30,,,,
GNIP,GNIP/M/UG/01,MASAKA,UG,6370503,-0.331666667,31.76111111,1306,Precipitation collectors - unknown,"[Partner: Directorate of Water Resources Management, Entebbe]",201506,Water - Precipitation - rain,2015-06-15,2015-06-01,2015-06-30,,1.03,International Atomic Energy Agency,21.6,International Atomic Energy Agency,,,,75,,,,
GNIP,GNIP/M/UG/01,MASAKA,UG,6370503,-0.331666667,31.76111111,1306,Precipitation collectors - unknown,"[Partner: Directorate of Water Resources Management, Entebbe]",201507,Water - Precipitation - rain,2015-07-15,2015-07-01,2015-07-31,,,,,,,,,0.1,,,,
GNIP,GNIP/M/UG/01,MASAKA,UG,6370503,-0.331666667,31.76111111,1306,Precipitation collectors - unknown,"[Partner: Directorate of Water Resources Management, Entebbe]",201508,Water - Precipitation - rain,2015-08-15,2015-08-01,2015-08-31,"Rejected value(s): d18O: -0.78 ‰, d2H: -2.3 ‰, d-excess: 3.9 ‰ (evaporated?)",,,,,,,,27.5,,,,
GNIP,GNIP/M/UG/01,MASAKA,UG,6370503,-0.331666667,31.76111111,1306,Precipitation collectors - unknown,"[Partner: Directorate of Water Resources Management, Entebbe]",201509,Water - Precipitation - rain,2015-09-15,2015-09-01,2015-09-30,,-1.51,International Atomic Energy Agency,-4.4,International Atomic Energy Agency,,,,24,,,,
GNIP,GNIP/M/UG/01,MASAKA,UG,6370503,-0.331666667,31.76111111,1306,Precipitation collectors - unknown,"[Partner: Directorate of Water Resources Management, Entebbe]",201510,Water - Precipitation - rain,2015-10-15,2015-10-01,2015-10-31,"Rejected value(s): d18O: -0.42 ‰, d2H: -0.8 ‰, d-excess: 2.6 ‰ (evaporated?)",,,,,,,,26.5,,,,
GNIP,GNIP/M/UG/01,MASAKA,UG,6370503,-0.331666667,31.76111111,1306,Precipitation collectors - unknown,"[Partner: Directorate of Water Resources Management, Entebbe]",201511,Water - Precipitation - rain,2015-11-15,2015-11-01,2015-11-30,,-3.53,International Atomic Energy Agency,-16.5,International Atomic Energy Agency,,,,52.5,,,,
GNIP,GNIP/M/UG/01,MASAKA,UG,6370503,-0.331666667,31.76111111,1306,Precipitation collectors - unknown,"[Partner: Directorate of Water Resources Management, Entebbe]",201512,Water - Precipitation - rain,2015-12-15,2015-12-01,2015-12-31,,-4.4,International Atomic Energy Agency,-23.6,International Atomic Energy Agency,,,,32.5,,,,
GNIP,GNIP/M/UG/01,MASAKA,UG,6370503,-0.331666667,31.76111111,1306,Precipitation collectors - unknown,"[Partner: Directorate of Water Resources Management, Entebbe]",201601,Water - Precipitation - rain,2016-01-15,2016-01-01,2016-01-31,,-3.36,International Atomic Energy Agency,-14.9,International Atomic Energy Agency,,,,75,,,,
GNIP,GNIP/M/UG/01,MASAKA,UG,6370503,-0.331666667,31.76111111,1306,Precipitation collectors - unknown,"[Partner: Directorate of Water Resources Management, Entebbe]",201602,Water - Precipitation - rain,2016-02-15,2016-02-01,2016-02-29,,0.29,International Atomic Energy Agency,12.9,International Atomic Energy Agency,,,,12.5,,,,
GNIP,GNIP/M/UG/01,MASAKA,UG,6370503,-0.331666667,31.76111111,1306,Precipitation collectors - unknown,"[Partner: Directorate of Water Resources Management, Entebbe]",201603,Water - Precipitation - rain,2016-03-15,2016-03-01,2016-03-31,,-3.38,International Atomic Energy Agency,-14.3,International Atomic Energy Agency,,,,125,19.2,21.9,,
GNIP,GNIP/M/UG/01,MASAKA,UG,6370503,-0.331666667,31.76111111,1306,Precipitation collectors - unknown,"[Partner: Directorate of Water Resources Management, Entebbe]",201604,Water - Precipitation - rain,2016-04-15,2016-04-01,2016-04-30,,1.21,International Atomic Energy Agency,21,International Atomic Energy Agency,,,,150,20.9,22.7,,
GNIP,GNIP/M/UG/01,MASAKA,UG,6370503,-0.331666667,31.76111111,1306,Precipitation collectors - unknown,"[Partner: Directorate of Water Resources Management, Entebbe]",201605,Water - Precipitation - rain,2016-05-15,2016-05-01,2016-05-31,,1.61,International Atomic Energy Agency,18.9,International Atomic Energy Agency,,,,25,21.5,22.3,,
GNIP,GNIP/M/UG/01,MASAKA,UG,6370503,-0.331666667,31.76111111,1306,Precipitation collectors - unknown,"[Partner: Directorate of Water Resources Management, Entebbe]",201606,"Water - Precipitation - no rain (""dry"")",2016-06-15,2016-06-01,2016-06-30,,,,,,,,,,21.3,20,,
GNIP,GNIP/M/UG/01,MASAKA,UG,6370503,-0.331666667,31.76111111,1306,Precipitation collectors - unknown,"[Partner: Directorate of Water Resources Management, Entebbe]",201607,"Water - Precipitation - no rain (""dry"")",2016-07-15,2016-07-01,2016-07-31,,,,,,,,,,21.1,19.2,,
GNIP,GNIP/M/UG/01,MASAKA,UG,6370503,-0.331666667,31.76111111,1306,Precipitation collectors - unknown,"[Partner: Directorate of Water Resources Management, Entebbe]",201608,"Water - Precipitation - no rain (""dry"")",2016-08-15,2016-08-01,2016-08-31,,,,,,,,,,21.4,19.5,,
GNIP,GNIP/M/UG/01,MASAKA,UG,6370503,-0.331666667,31.76111111,1306,Precipitation collectors - unknown,"[Partner: Directorate of Water Resources Management, Entebbe]",201609,"Water - Precipitation - no rain (""dry"")",2016-09-15,2016-09-01,2016-09-30,,,,,,,,,,20.9,20.6,,
GNIP,GNIP/M/UG/01,MASAKA,UG,6370503,-0.331666667,31.76111111,1306,Precipitation collectors - unknown,"[Partner: Directorate of Water Resources Management, Entebbe]",201610,Water - Precipitation - rain,2016-10-15,2016-10-01,2016-10-31,,-2,International Atomic Energy Agency,-9.3,International Atomic Energy Agency,,,,120,21.3,20.7,,
GNIP,GNIP/M/UG/01,MASAKA,UG,6370503,-0.331666667,31.76111111,1306,Precipitation collectors - unknown,"[Partner: Directorate of Water Resources Management, Entebbe]",201611,Water - Precipitation - rain,2016-11-15,2016-11-01,2016-11-30,,-2.53,International Atomic Energy Agency,-11.2,International Atomic Energy Agency,,,,150,20.9,21.4,,
GNIP,GNIP/M/UG/01,MASAKA,UG,6370503,-0.331666667,31.76111111,1306,Precipitation collectors - unknown,"[Partner: Directorate of Water Resources Management, Entebbe]",201612,Water - Precipitation - rain,2016-12-15,2016-12-01,2016-12-31,,-3.06,International Atomic Energy Agency,-12.8,International Atomic Energy Agency,,,,90,20.4,21.3,,
GNIP,GNIP/M/UG/01,MASAKA,UG,6370503,-0.331666667,31.76111111,1306,Precipitation collectors - unknown,"[Partner: Directorate of Water Resources Management, Entebbe]",201701,"Water - Precipitation - no rain (""dry"")",2017-01-15,2017-01-01,2017-01-31,,,,,,,,,,22.3,19.6,,
GNIP,GNIP/M/UG/01,MASAKA,UG,6370503,-0.331666667,31.76111111,1306,Precipitation collectors - unknown,"[Partner: Directorate of Water Resources Management, Entebbe]",201702,"Water - Precipitation - no rain (""dry"")",2017-02-15,2017-02-01,2017-02-28,,,,,,,,,,22,20.4,,
GNIP,GNIP/M/UG/01,MASAKA,UG,6370503,-0.331666667,31.76111111,1306,Precipitation collectors - unknown,"[Partner: Directorate of Water Resources Management, Entebbe]",201703,Water - Precipitation - rain,2017-03-15,2017-03-01,2017-03-31,,-0.82,International Atomic Energy Agency,9,International Atomic Energy Agency,,,,164.4,21.8,20.7,,
GNIP,GNIP/M/UG/01,MASAKA,UG,6370503,-0.331666667,31.76111111,1306,Precipitation collectors - unknown,"[Partner: Directorate of Water Resources Management, Entebbe]",201704,Water - Precipitation - rain,2017-04-15,2017-04-01,2017-04-30,,-3.31,International Atomic Energy Agency,-11.2,International Atomic Energy Agency,,,,212,21.7,21,,
GNIP,GNIP/M/UG/01,MASAKA,UG,6370503,-0.331666667,31.76111111,1306,Precipitation collectors - unknown,"[Partner: Directorate of Water Resources Management, Entebbe]",201705,Water - Precipitation - rain,2017-05-15,2017-05-01,2017-05-31,,-5.61,International Atomic Energy Agency,-30.4,International Atomic Energy Agency,,,,256.6,21.5,21,,
GNIP,GNIP/M/UG/01,MASAKA,UG,6370503,-0.331666667,31.76111111,1306,Precipitation collectors - unknown,"[Partner: Directorate of Water Resources Management, Entebbe]",201706,Water - Precipitation - rain,2017-06-15,2017-06-01,2017-06-30,,-0.76,International Atomic Energy Agency,8.5,International Atomic Energy Agency,,,,46.5,21.5,21.3,,
GNIP,GNIP/M/UG/01,MASAKA,UG,6370503,-0.331666667,31.76111111,1306,Precipitation collectors - unknown,"[Partner: Directorate of Water Resources Management, Entebbe]",201707,Water - Precipitation - rain,2017-07-15,2017-07-01,2017-07-31,,-0.63,International Atomic Energy Agency,10.3,International Atomic Energy Agency,,,,17.2,21.4,21.1,,
GNIP,GNIP/M/UG/01,MASAKA,UG,6370503,-0.331666667,31.76111111,1306,Precipitation collectors - unknown,"[Partner: Directorate of Water Resources Management, Entebbe]",201708,Water - Precipitation - rain,2017-08-15,2017-08-01,2017-08-31,,-0.59,International Atomic Energy Agency,10.3,International Atomic Energy Agency,,,,51.7,21.3,21.1,,
GNIP,GNIP/M/UG/01,MASAKA,UG,6370503,-0.331666667,31.76111111,1306,Precipitation collectors - unknown,"[Partner: Directorate of Water Resources Management, Entebbe]",201709,Water - Precipitation - rain,2017-09-15,2017-09-01,2017-09-30,,-1.7,International Atomic Energy Agency,2.4,International Atomic Energy Agency,,,,107.6,21.2,21.1,,
GNIP,GNIP/M/UG/01,MASAKA,UG,6370503,-0.331666667,31.76111111,1306,Precipitation collectors - unknown,"[Partner: Directorate of Water Resources Management, Entebbe]",201710,Water - Precipitation - rain,2017-10-15,2017-10-01,2017-10-31,,-1.32,International Atomic Energy Agency,3.5,International Atomic Energy Agency,,,,94,,,,
GNIP,GNIP/M/UG/01,MASAKA,UG,6370503,-0.331666667,31.76111111,1306,Precipitation collectors - unknown,"[Partner: Directorate of Water Resources Management, Entebbe]",201711,Water - Precipitation - rain,2017-11-15,2017-11-01,2017-11-30,,-3.54,International Atomic Energy Agency,-14.2,International Atomic Energy Agency,,,,151.2,,,,
GNIP,GNIP/M/UG/01,MASAKA,UG,6370503,-0.331666667,31.76111111,1306,Precipitation collectors - unknown,"[Partner: Directorate of Water Resources Management, Entebbe]",201712,Water - Precipitation - rain,2017-12-15,2017-12-01,2017-12-31,,0.1,International Atomic Energy Agency,18,International Atomic Energy Agency,,,,21.5,,,,
GNIP,GNIP/M/UG/01,MASAKA,UG,6370503,-0.331666667,31.76111111,1306,Precipitation collectors - unknown,"[Partner: Directorate of Water Resources Management, Entebbe]",201801,Water - Precipitation - rain,2018-01-15,2018-01-01,2018-01-31,,-1.46,International Atomic Energy Agency,6.6,International Atomic Energy Agency,,,,88,,,,
GNIP,GNIP/M/UG/01,MASAKA,UG,6370503,-0.331666667,31.76111111,1306,Precipitation collectors - unknown,"[Partner: Directorate of Water Resources Management, Entebbe]",201802,Water - Precipitation - rain,2018-02-15,2018-02-01,2018-02-28,,-2.11,International Atomic Energy Agency,-7.5,International Atomic Energy Agency,,,,103.2,,,,
GNIP,GNIP/M/UG/01,MASAKA,UG,6370503,-0.331666667,31.76111111,1306,Precipitation collectors - unknown,"[Partner: Directorate of Water Resources Management, Entebbe]",201803,Water - Precipitation - rain,2018-03-15,2018-03-01,2018-03-31,,-3.32,International Atomic Energy Agency,-11.9,International Atomic Energy Agency,,,,157.3,20.9,21.9,,
GNIP,GNIP/M/UG/01,MASAKA,UG,6370503,-0.331666667,31.76111111,1306,Precipitation collectors - unknown,"[Partner: Directorate of Water Resources Management, Entebbe]",201804,Water - Precipitation - rain,2018-04-15,2018-04-01,2018-04-30,,-7.62,International Atomic Energy Agency,-46.6,International Atomic Energy Agency,,,,267.4,20.5,23.4,,
GNIP,GNIP/M/UG/01,MASAKA,UG,6370503,-0.331666667,31.76111111,1306,Precipitation collectors - unknown,"[Partner: Directorate of Water Resources Management, Entebbe]",201805,Water - Precipitation - rain,2018-05-15,2018-05-01,2018-05-31,,-4.33,International Atomic Energy Agency,-19.4,International Atomic Energy Agency,,,,210.3,20.5,22,,
GNIP,GNIP/M/UG/01,MASAKA,UG,6370503,-0.331666667,31.76111111,1306,Precipitation collectors - unknown,"[Partner: Directorate of Water Resources Management, Entebbe]",201806,Water - Precipitation - rain,2018-06-15,2018-06-01,2018-06-30,,-0.94,International Atomic Energy Agency,8.4,International Atomic Energy Agency,,,,68.3,,,,
GNIP,GNIP/M/UG/01,MASAKA,UG,6370503,-0.331666667,31.76111111,1306,Precipitation collectors - unknown,"[Partner: Directorate of Water Resources Management, Entebbe]",201807,Water - Precipitation - rain,2018-07-15,2018-07-01,2018-07-31,,-0.71,International Atomic Energy Agency,8.4,International Atomic Energy Agency,,,,5.6,,,,
GNIP,GNIP/M/UG/01,MASAKA,UG,6370503,-0.331666667,31.76111111,1306,Precipitation collectors - unknown,"[Partner: Directorate of Water Resources Management, Entebbe]",201808,Water - Precipitation - rain,2018-08-15,2018-08-01,2018-08-31,,-0.38,International Atomic Energy Agency,11.2,International Atomic Energy Agency,,,,26.3,,,,
GNIP,GNIP/M/UG/01,MASAKA,UG,6370503,-0.331666667,31.76111111,1306,Precipitation collectors - unknown,"[Partner: Directorate of Water Resources Management, Entebbe]",201809,Water - Precipitation - rain,2018-09-15,2018-09-01,2018-09-30,,-2.08,International Atomic Energy Agency,-4.6,International Atomic Energy Agency,,,,59.5,20.8,21.1,,
GNIP,GNIP/M/UG/01,MASAKA,UG,6370503,-0.331666667,31.76111111,1306,Precipitation collectors - unknown,"[Partner: Directorate of Water Resources Management, Entebbe]",201810,Water - Precipitation - rain,2018-10-15,2018-10-01,2018-10-31,,-4.63,International Atomic Energy Agency,-25.9,International Atomic Energy Agency,,,,139,20.8,21.3,,
GNIP,GNIP/M/UG/01,MASAKA,UG,6370503,-0.331666667,31.76111111,1306,Precipitation collectors - unknown,"[Partner: Directorate of Water Resources Management, Entebbe]",201811,Water - Precipitation - rain,2018-11-15,2018-11-01,2018-11-30,,-1.78,International Atomic Energy Agency,-1.5,International Atomic Energy Agency,,,,72.1,20.7,21.8,,
GNIP,GNIP/M/UG/01,MASAKA,UG,6370503,-0.331666667,31.76111111,1306,Precipitation collectors - unknown,"[Partner: Directorate of Water Resources Management, Entebbe]",201812,Water - Precipitation - rain,2018-12-15,2018-12-01,2018-12-31,,-3.13,International Atomic Energy Agency,-13.7,International Atomic Energy Agency,,,,154.4,20.8,21.9,,
GNIP,GNIP/M/UG/01,MASAKA,UG,6370503,-0.331666667,31.76111111,1306,Precipitation collectors - unknown,"[Partner: Directorate of Water Resources Management, Entebbe]",201901,Water - Precipitation - rain,2019-01-15,2019-01-01,2019-01-31,,-1.84,International Atomic Energy Agency,0.7,International Atomic Energy Agency,,,,106.6,,,,
GNIP,GNIP/M/UG/01,MASAKA,UG,6370503,-0.331666667,31.76111111,1306,Precipitation collectors - unknown,"[Partner: Directorate of Water Resources Management, Entebbe]",201902,Water - Precipitation - rain,2019-02-15,2019-02-01,2019-02-28,,-2.86,International Atomic Energy Agency,-11.1,International Atomic Energy Agency,,,,93.8,,,,
GNIP,GNIP/M/UG/01,MASAKA,UG,6370503,-0.331666667,31.76111111,1306,Precipitation collectors - unknown,"[Partner: Directorate of Water Resources Management, Entebbe]",201903,Water - Precipitation - rain,2019-03-15,2019-03-01,2019-03-31,,-0.67,International Atomic Energy Agency,11.5,International Atomic Energy Agency,,,,117.5,,,,
GNIP,GNIP/M/UG/01,MASAKA,UG,6370503,-0.331666667,31.76111111,1306,Precipitation collectors - unknown,"[Partner: Directorate of Water Resources Management, Entebbe]",201904,Water - Precipitation - rain,2019-04-15,2019-04-01,2019-04-30,,-2.68,International Atomic Energy Agency,-8.5,International Atomic Energy Agency,,,,77.2,,,,
GNIP,GNIP/M/UG/01,MASAKA,UG,6370503,-0.331666667,31.76111111,1306,Precipitation collectors - unknown,"[Partner: Directorate of Water Resources Management, Entebbe]",201905,Water - Precipitation - rain,2019-05-15,2019-05-01,2019-05-31,,-7.08,International Atomic Energy Agency,-42.7,International Atomic Energy Agency,,,,259.4,,,,
GNIP,GNIP/M/UG/01,MASAKA,UG,6370503,-0.331666667,31.76111111,1306,Precipitation collectors - unknown,"[Partner: Directorate of Water Resources Management, Entebbe]",201906,Water - Precipitation - rain,2019-06-15,2019-06-01,2019-06-30,,-1.34,International Atomic Energy Agency,5.2,International Atomic Energy Agency,,,,97.6,,,,
GNIP,GNIP/M/UG/01,MASAKA,UG,6370503,-0.331666667,31.76111111,1306,Precipitation collectors - unknown,"[Partner: Directorate of Water Resources Management, Entebbe]",201907,Water - Precipitation - rain,2019-07-15,2019-07-01,2019-07-31,,-1.27,International Atomic Energy Agency,5.5,International Atomic Energy Agency,,,,64,,,,
GNIP,GNIP/M/UG/01,MASAKA,UG,6370503,-0.331666667,31.76111111,1306,Precipitation collectors - unknown,"[Partner: Directorate of Water Resources Management, Entebbe]",201908,Water - Precipitation - rain,2019-08-15,2019-08-01,2019-08-31,,-1.8,International Atomic Energy Agency,0.6,International Atomic Energy Agency,,,,98.7,,,,
GNIP,GNIP/M/UG/01,MASAKA,UG,6370503,-0.331666667,31.76111111,1306,Precipitation collectors - unknown,"[Partner: Directorate of Water Resources Management, Entebbe]",201909,Water - Precipitation - rain,2019-09-15,2019-09-01,2019-09-30,,-2.43,International Atomic Energy Agency,-4,International Atomic Energy Agency,,,,89.6,,,,
GNIP,GNIP/M/UG/01,MASAKA,UG,6370503,-0.331666667,31.76111111,1306,Precipitation collectors - unknown,"[Partner: Directorate of Water Resources Management, Entebbe]",201910,Water - Precipitation - rain,2019-10-15,2019-10-01,2019-10-31,,-7.48,International Atomic Energy Agency,-48.2,International Atomic Energy Agency,,,,234.5,,,,
GNIP,GNIP/M/UG/01,MASAKA,UG,6370503,-0.331666667,31.76111111,1306,Precipitation collectors - unknown,"[Partner: Directorate of Water Resources Management, Entebbe]",201911,Water - Precipitation - rain,2019-11-15,2019-11-01,2019-11-30,,-5.52,International Atomic Energy Agency,-30,International Atomic Energy Agency,,,,117,,,,
GNIP,GNIP/M/UG/01,MASAKA,UG,6370503,-0.331666667,31.76111111,1306,Precipitation collectors - unknown,"[Partner: Directorate of Water Resources Management, Entebbe]",201912,Water - Precipitation - rain,2019-12-15,2019-12-01,2019-12-31,,-4.77,International Atomic Energy Agency,-23.7,International Atomic Energy Agency,,,,35,,,,
GNIP,GNIP/M/UG/01,MASAKA,UG,6370503,-0.331666667,31.76111111,1306,Precipitation collectors - unknown,"[Partner: Directorate of Water Resources Management, Entebbe]",202001,Water - Precipitation - rain,2020-01-15,2020-01-01,2020-01-31,,-2.38,International Atomic Energy Agency,-5.1,International Atomic Energy Agency,,,,93.8,,,,
GNIP,GNIP/M/UG/01,MASAKA,UG,6370503,-0.331666667,31.76111111,1306,Precipitation collectors - unknown,"[Partner: Directorate of Water Resources Management, Entebbe]",202002,Water - Precipitation - rain,2020-02-15,2020-02-01,2020-02-29,,-3.19,International Atomic Energy Agency,-10.3,International Atomic Energy Agency,,,,119.8,,,,
GNIP,GNIP/M/UG/01,MASAKA,UG,6370503,-0.331666667,31.76111111,1306,Precipitation collectors - unknown,"[Partner: Directorate of Water Resources Management, Entebbe]",202003,Water - Precipitation - rain,2020-03-15,2020-03-01,2020-03-31,,-3.51,International Atomic Energy Agency,-13.6,International Atomic Energy Agency,,,,119.5,,,,
GNIP,GNIP/M/UG/01,MASAKA,UG,6370503,-0.331666667,31.76111111,1306,Precipitation collectors - unknown,"[Partner: Directorate of Water Resources Management, Entebbe]",202004,Water - Precipitation - rain,2020-04-15,2020-04-01,2020-04-30,,-6.84,International Atomic Energy Agency,-41.1,International Atomic Energy Agency,,,,319.5,,,,
GNIP,GNIP/M/UG/01,MASAKA,UG,6370503,-0.331666667,31.76111111,1306,Precipitation collectors - unknown,"[Partner: Directorate of Water Resources Management, Entebbe]",202005,Water - Precipitation - rain,2020-05-15,2020-05-01,2020-05-31,,-6.26,International Atomic Energy Agency,-36.9,International Atomic Energy Agency,,,,259.3,,,,
GNIP,GNIP/M/UG/01,MASAKA,UG,6370503,-0.331666667,31.76111111,1306,Precipitation collectors - unknown,"[Partner: Directorate of Water Resources Management, Entebbe]",202006,Water - Precipitation - rain,2020-06-15,2020-06-01,2020-06-30,,-1.69,International Atomic Energy Agency,-0.3,International Atomic Energy Agency,,,,4.8,,,,
GNIP,GNIP/M/UG/01,MASAKA,UG,6370503,-0.331666667,31.76111111,1306,Precipitation collectors - unknown,"[Partner: Directorate of Water Resources Management, Entebbe]",202007,Water - Precipitation - rain,2020-07-15,2020-07-01,2020-07-31,,-1.67,International Atomic Energy Agency,0.9,International Atomic Energy Agency,,,,22.4,,,,
GNIP,GNIP/M/UG/01,MASAKA,UG,6370503,-0.331666667,31.76111111,1306,Precipitation collectors - unknown,"[Partner: Directorate of Water Resources Management, Entebbe]",202008,Water - Precipitation - rain,2020-08-15,2020-08-01,2020-08-31,,-2.21,International Atomic Energy Agency,-2.4,International Atomic Energy Agency,,,,107.5,,,,
GNIP,GNIP/M/UG/01,MASAKA,UG,6370503,-0.331666667,31.76111111,1306,Precipitation collectors - unknown,"[Partner: Directorate of Water Resources Management, Entebbe]",202009,Water - Precipitation - rain,2020-09-15,2020-09-01,2020-09-30,,-2.99,International Atomic Energy Agency,-9.4,International Atomic Energy Agency,,,,106.6,,,,
GNIP,GNIP/M/UG/01,MASAKA,UG,6370503,-0.331666667,31.76111111,1306,Precipitation collectors - unknown,"[Partner: Directorate of Water Resources Management, Entebbe]",202010,Water - Precipitation - rain,2020-10-15,2020-10-01,2020-10-31,,-3.42,International Atomic Energy Agency,-14.6,International Atomic Energy Agency,,,,49.4,,,,
GNIP,GNIP/M/UG/01,MASAKA,UG,6370503,-0.331666667,31.76111111,1306,Precipitation collectors - unknown,"[Partner: Directorate of Water Resources Management, Entebbe]",202011,Water - Precipitation - rain,2020-11-15,2020-11-01,2020-11-30,,-4.44,International Atomic Energy Agency,-20.3,International Atomic Energy Agency,,,,311.5,,,,
GNIP,GNIP/M/UG/01,MASAKA,UG,6370503,-0.331666667,31.76111111,1306,Precipitation collectors - unknown,"[Partner: Directorate of Water Resources Management, Entebbe]",202012,Water - Precipitation - rain,2020-12-15,2020-12-01,2020-12-31,,-1.65,International Atomic Energy Agency,3.1,International Atomic Energy Agency,,,,99.7,,,,
GNIP,GNIP/M/UG/01,MASAKA,UG,6370503,-0.331666667,31.76111111,1306,Precipitation collectors - unknown,"[Partner: Directorate of Water Resources Management, Entebbe]",202101,Water - Precipitation - rain,2021-01-15,2021-01-01,2021-01-31,,-2.41,International Atomic Energy Agency,-6.1,International Atomic Energy Agency,,,,35.9,,,,
GNIP,GNIP/M/UG/01,MASAKA,UG,6370503,-0.331666667,31.76111111,1306,Precipitation collectors - unknown,"[Partner: Directorate of Water Resources Management, Entebbe]",202102,Water - Precipitation - rain,2021-02-15,2021-02-01,2021-02-28,,-1.8,International Atomic Energy Agency,4.4,International Atomic Energy Agency,,,,34.8,,,,
GNIP,GNIP/M/UG/01,MASAKA,UG,6370503,-0.331666667,31.76111111,1306,Precipitation collectors - unknown,"[Partner: Directorate of Water Resources Management, Entebbe]",202103,Water - Precipitation - rain,2021-03-15,2021-03-01,2021-03-31,,-1.64,International Atomic Energy Agency,2.9,International Atomic Energy Agency,,,,150.7,,,,
GNIP,GNIP/M/UG/01,MASAKA,UG,6370503,-0.331666667,31.76111111,1306,Precipitation collectors - unknown,"[Partner: Directorate of Water Resources Management, Entebbe]",202104,Water - Precipitation - rain,2021-04-15,2021-04-01,2021-04-30,,-4.67,International Atomic Energy Agency,-21.2,International Atomic Energy Agency,,,,241.1,,,,
GNIP,GNIP/M/UG/01,MASAKA,UG,6370503,-0.331666667,31.76111111,1306,Precipitation collectors - unknown,"[Partner: Directorate of Water Resources Management, Entebbe]",202105,Water - Precipitation - rain,2021-05-15,2021-05-01,2021-05-31,,-8.9,International Atomic Energy Agency,-60,International Atomic Energy Agency,,,,77.1,,,,
GNIP,GNIP/M/UG/01,MASAKA,UG,6370503,-0.331666667,31.76111111,1306,Precipitation collectors - unknown,"[Partner: Directorate of Water Resources Management, Entebbe]",202106,Water - Precipitation - rain,2021-06-15,2021-06-01,2021-06-30,,-1.45,International Atomic Energy Agency,7.6,International Atomic Energy Agency,,,,22.5,,,,
GNIP,GNIP/M/UG/01,MASAKA,UG,6370503,-0.331666667,31.76111111,1306,Precipitation collectors - unknown,"[Partner: Directorate of Water Resources Management, Entebbe]",202107,Water - Precipitation - rain,2021-07-15,2021-07-01,2021-07-31,,-1.72,International Atomic Energy Agency,-0.3,International Atomic Energy Agency,,,,43.3,,,,
GNIP,GNIP/M/UG/01,MASAKA,UG,6370503,-0.331666667,31.76111111,1306,Precipitation collectors - unknown,"[Partner: Directorate of Water Resources Management, Entebbe]",202108,Water - Precipitation - rain,2021-08-15,2021-08-01,2021-08-31,,-1.07,International Atomic Energy Agency,5.9,International Atomic Energy Agency,,,,12.5,,,,
GNIP,GNIP/M/UG/01,MASAKA,UG,6370503,-0.331666667,31.76111111,1306,Precipitation collectors - unknown,"[Partner: Directorate of Water Resources Management, Entebbe]",202109,Water - Precipitation - rain,2021-09-15,2021-09-01,2021-09-30,,-1.1,International Atomic Energy Agency,5.1,International Atomic Energy Agency,,,,47.7,,,,
GNIP,GNIP/M/UG/01,MASAKA,UG,6370503,-0.331666667,31.76111111,1306,Precipitation collectors - unknown,"[Partner: Directorate of Water Resources Management, Entebbe]",202110,Water - Precipitation - rain,2021-10-15,2021-10-01,2021-10-31,,-0.99,International Atomic Energy Agency,7.3,International Atomic Energy Agency,,,,140.6,,,,
